timestamp,bucket1_count,bucket2_count,bucket3_count
2025-04-30 13:16:03,12,2,5
2025-04-30 13:25:07,12,2,5
2025-04-30 13:38:17,5,5,9
2025-04-30 14:06:58,5,5,9
2025-04-30 14:07:38,5,5,9
2025-04-30 14:09:14,5,5,9
2025-04-30 14:14:22,5,5,9
2025-04-30 14:39:57,5,5,9
